Department ID,Department-Division,PCN,Position Title,FLSA Status,Initial Hire Date,Date in Title,Salary,Years Approx
PUD,PUD 011 Engineering,B.000311,Engineering Technician II,,11/18/1985,09/16/2001,$70590.00,16.720547945205478
PUD,PUD 011 Engineering,B.004038,Engineering Technician II,,03/16/1981,11/01/2006,$71011.20,11.591780821917808
PUD,PUD 011 Engineering,B.004193,Engineering Technician II,,11/16/1982,02/16/2017,$71011.20,1.2904109589041095
PUD,PUD 011 Engineering,B.006525,Engineering Technician II,,02/16/1980,01/01/2008,$71011.20,10.424657534246576
PUD,PUD 011 Engineering,B.004041,Engineering Technician III,,08/17/1987,09/07/2014,$69857.58,3.736986301369863
PUD,PUD 030 Operations Administration,B.001450,Equipment Maintenance Supervisor,,06/01/1989,06/01/1989,$74609.60,29.02191780821918
PUD,PUD 010 Directors Office,B.003408,Executive Assistant II,,02/01/1983,01/01/2006,$58281.60,12.424657534246576
PUD,PUD 050 Business Division,B.003805,Finance Officer,,10/01/2001,04/01/2014,$86724.04,4.1726027397260275
PUD,PUD 030 Operations Administration,B.001301,Infrastructure Data Specialist,,01/01/2012,07/01/2013,$32194.76,4.923287671232877
PUD,PUD 011 Engineering,B.002655,Inspections Coordinator II,,03/10/1986,05/01/2009,$87830.34,9.093150684931507
PUD,PUD 030 Operations Administration,B.001903.1     ,Laboratory Aide,,11/01/1997,05/01/2000,$32704.10,18.0986301369863
PUD,PUD 030 Operations Administration,B.005065.1     ,Laboratory Technician I,,11/22/2014,11/22/2014,$41194.92,3.5287671232876714
PUD,PUD 031 Water Distribution,B.000712.1     ,Laborer,,07/20/2017,07/20/2017,$23961.60,0.8684931506849315
PUD,PUD 031 Water Distribution,B.000777.3     ,Laborer,,07/20/2017,07/20/2017,$23961.60,0.8684931506849315
PUD,PUD 031 Water Distribution,B.004537.3     ,Laborer,,07/20/2017,07/20/2017,$23961.60,0.8684931506849315
PUD,PUD 041 Sewer Collection,B.000319.1     ,Laborer,,03/02/2017,03/02/2017,$23977.92,1.252054794520548
PUD,PUD 042 Sewer Pump Stations,B.002039.1     ,Laborer,,01/05/2017,01/05/2017,$23977.92,1.4054794520547946
PUD,PUD 041 Sewer Collection,B.003569.1     ,Laborer,,03/02/2017,03/02/2017,$23977.92,1.252054794520548
PUD,PUD 042 Sewer Pump Stations,B.004174.5     ,Laborer,,02/02/2017,02/02/2017,$23977.92,1.3287671232876712
PUD,PUD 041 Sewer Collection,B.005070.1     ,Laborer,,04/13/2017,04/13/2017,$23977.92,1.1369863013698631
PUD,PUD 041 Sewer Collection,B.005679.1     ,Laborer,,05/25/2017,05/25/2017,$23977.92,1.021917808219178
PUD,PUD 041 Sewer Collection,B.005947.1     ,Laborer,,04/13/2017,04/13/2017,$23977.92,1.1369863013698631
PUD,PUD 041 Sewer Collection,B.005269.1     ,Laborer,,05/22/2016,05/22/2016,$24536.46,2.03013698630137
PUD,PUD 041 Sewer Collection,B.004213.2     ,Laborer,,02/16/2014,12/07/2016,$25029.94,1.484931506849315
PUD,PUD 041 Sewer Collection,B.002351.1     ,Laborer,,11/01/2009,08/07/2016,$26748.80,1.819178082191781
PUD,PUD 035 Electrical Support,B.002803.2     ,Maintenance Engineer I/Electrical,,02/16/2001,02/16/2010,$51657.84,8.295890410958904
PUD,PUD 035 Electrical Support,B.000395.2     ,Maintenance Engineer II/Electrical,,11/16/2008,06/01/2011,$55325.40,7.008219178082192
PUD,PUD 035 Electrical Support,B.006048.1     ,Maintenance Engineer II/Electrical,,05/16/2012,07/07/2014,$55501.68,3.9068493150684933
PUD,PUD 035 Electrical Support,B.004386,Maintenance Engineer II/Electrical,,07/16/2005,10/22/2015,$55682.12,2.6136986301369864
PUD,PUD 035 Electrical Support,B.006742.1     ,Maintenance Engineer II/Electrical,,01/16/2010,02/16/2011,$55825.64,7.295890410958904
PUD,PUD 035 Electrical Support,B.001470.1     ,Maintenance Engineer II/Electrical,,06/01/2004,08/01/2009,$56198.22,8.841095890410958
PUD,PUD 035 Electrical Support,B.003878.1     ,Maintenance Engineer II/Electrical,,11/01/2007,11/16/2008,$57303.74,9.547945205479452
PUD,PUD 035 Electrical Support,B.001591.1     ,Maintenance Engineer II/Electrical,,03/16/1994,03/01/2005,$68226.34,13.263013698630138
PUD,PUD 035 Electrical Support,B.000332.1     ,Maintenance Engineer II/Electrical,,11/01/1982,12/01/1991,$78374.40,26.52054794520548
PUD,PUD 050 Business Division,B.001230,Media and Communications Coordinator II,,04/16/2011,05/07/2015,$52706.42,3.073972602739726
PUD,PUD 034 Meter Operations,B.002747,Meter Reader I,,09/01/2008,09/01/2008,$28306.46,9.756164383561643
PUD,PUD 034 Meter Operations,B.005391,Meter Reader I,,01/16/1997,01/16/1997,$35201.40,21.389041095890413
PUD,PUD 034 Meter Operations,B.004542,Meter Reader I,,06/01/1990,06/01/1990,$39270.40,28.02191780821918
PUD,PUD 034 Meter Operations,B.005390,Meter Reader II,,02/01/1997,07/01/2006,$36968.88,11.92876712328767
PUD,PUD 034 Meter Operations,B.003070,Meter Reader II,,12/16/1995,10/16/1998,$38505.22,19.64109589041096
PUD,PUD 034 Meter Operations,B.001242,Meter Reader II,,05/01/1987,07/01/2003,$40496.30,14.931506849315069
PUD,PUD 011 Engineering,B.000510,Office Assistant II,,06/13/1973,07/01/2006,$45531.20,11.92876712328767
PUD,PUD 030 Operations Administration,B.000505.1     ,Programmer/Analyst III,,11/01/1987,01/01/2003,$89672.18,15.427397260273972
PUD,PUD 011 Engineering,B.003621.1     ,Special Projects Coordinator,,09/16/1978,02/01/2006,$81078.40,12.33972602739726
PUD,PUD 010 Directors Office,B.004747.1     ,Special Projects Coordinator,,07/01/1978,01/01/1994,$81078.40,24.432876712328767
PUD,PUD 030 Operations Administration,B.004344.2     ,Storekeeper I,,11/22/2016,06/22/2017,$27788.80,0.9452054794520548
PUD,PUD 030 Operations Administration,B.002202,Storekeeper II,,12/01/1979,04/16/1995,$47840.00,23.145205479452056
PUD,PUD 030 Operations Administration,B.000483,Storekeeper III,,01/16/2013,03/30/2017,$40501.18,1.1753424657534246
PUD,PUD 030 Operations Administration,B.000779,Storekeeper Supervisor,,02/01/2001,02/16/2012,$54865.20,6.295890410958904
PUD,PUD 011 Engineering,B.003786,Survey Aide III,,07/16/2013,06/08/2017,$37860.68,0.9835616438356164
PUD,PUD 011 Engineering,B.000852.1     ,Survey Aide III,,03/07/2015,05/22/2016,$39211.90,2.03013698630137
PUD,PUD 011 Engineering,B.001245.2     ,Survey Aide III,,11/16/2008,06/01/2012,$39931.32,6.005479452054795
PUD,PUD 011 Engineering,B.003388,Survey Aide III,,11/18/1985,05/16/2001,$55473.60,17.057534246575344
PUD,PUD 011 Engineering,B.002138.1     ,Survey Party Supervisor,,12/01/2009,05/16/2010,$56036.24,8.052054794520547
PUD,PUD 011 Engineering,B.001550.1     ,Survey Party Supervisor,,08/01/1988,11/16/2009,$56723.16,8.547945205479452
PUD,PUD 011 Engineering,B.003557,Survey Technician,,04/01/2008,01/01/2010,$57025.02,8.421917808219177
PUD,PUD 011 Engineering,B.000337,Systems Analyst II,,10/16/2004,02/01/2010,$76121.24,8.336986301369864
PUD,PUD 050 Business Division,B.000801,Systems Analyst II,,09/16/1988,04/01/2003,$95089.02,15.180821917808219
PUD,PUD 050 Business Division,B.000076,Utility Billing Systems Supervisor,,03/17/1986,03/16/2006,$58728.02,12.221917808219178
PUD,PUD 030 Operations Administration,B.003043.3     ,Utility Control Center Operator I,,05/07/2016,06/22/2017,$34216.00,0.9452054794520548
PUD,PUD 030 Operations Administration,B.002563.2     ,Utility Control Center Operator II,,03/16/2008,05/01/2011,$42461.38,7.093150684931507
PUD,PUD 030 Operations Administration,B.000747.1     ,Utility Control Center Operator II,,03/16/1999,03/16/2004,$48599.72,14.221917808219178
PUD,PUD 030 Operations Administration,B.005268.1     ,Utility Control Center Operator II,,02/01/2012,02/01/2012,$49617.88,6.336986301369863
PUD,PUD 030 Operations Administration,B.000593.1     ,Utility Control Center Operator II,,11/09/1987,04/01/1997,$52191.62,21.183561643835617
PUD,PUD 030 Operations Administration,B.000485.1     ,Utility Control Center Operator II,,11/01/1986,05/01/1989,$58281.60,29.106849315068494
PUD,PUD 041 Sewer Collection,B.004272,Utility Crew Leader,,09/16/2004,06/08/2017,$43911.71,0.9835616438356164
PUD,PUD 031 Water Distribution,B.003500,Utility Crew Leader,,05/16/2005,04/27/2017,$44246.41,1.0986301369863014
PUD,PUD 041 Sewer Collection,B.000049,Utility Crew Leader,,04/16/1999,08/22/2015,$47107.58,2.780821917808219
PUD,PUD 031 Water Distribution,B.002229,Utility Crew Leader,,07/16/2006,02/01/2010,$49701.34,8.336986301369864
PUD,PUD 031 Water Distribution,B.004114,Utility Crew Leader,,05/01/2011,05/01/2011,$51253.54,7.093150684931507
PUD,PUD 041 Sewer Collection,B.002629,Utility Crew Leader,,11/16/1994,01/16/2014,$51559.30,4.3780821917808215
PUD,PUD 041 Sewer Collection,B.000380.1     ,Utility Crew Leader,,06/17/1987,08/22/2014,$52496.08,3.780821917808219
PUD,PUD 031 Water Distribution,B.000850,Utility Crew Leader,,10/06/1987,09/07/2015,$54125.50,2.736986301369863
PUD,PUD 031 Water Distribution,B.001829.1     ,Utility Crew Leader,,10/01/1980,10/16/2009,$57899.14,8.632876712328768
PUD,PUD 031 Water Distribution,B.002345,Utility Crew Leader,,04/18/1986,03/22/2015,$59785.96,3.2
PUD,PUD 031 Water Distribution,B.001030,Utility Crew Leader,,07/17/1978,11/01/2007,$60023.34,10.591780821917808
PUD,PUD 041 Sewer Collection,B.002510,Utility Crew Leader,,02/01/1983,11/01/2007,$60023.34,10.591780821917808
PUD,PUD 041 Sewer Collection,B.001027,Utility Crew Leader,,02/01/1980,11/01/2007,$60077.42,10.591780821917808
PUD,PUD 031 Water Distribution,B.001404,Utility Crew Leader,,09/01/1979,11/01/2007,$60130.20,10.591780821917808
PUD,PUD 031 Water Distribution,B.002247,Utility Engineering Aide Supervisor,,06/19/1978,12/01/1990,$67600.00,27.52054794520548
PUD,PUD 011 Engineering,B.003086,Utility Engineering Manager,,10/16/2002,03/16/2017,$129468.82,1.2136986301369863
PUD,PUD 030 Operations Administration,B.001202.1     ,Utility Laboratory Supervisor,,04/22/1982,09/01/1986,$86528.00,31.77260273972603
PUD,PUD 031 Water Distribution,B.003882,Utility Mechanic Aide,,08/07/2016,08/07/2016,$26462.80,1.819178082191781
PUD,PUD 042 Sewer Pump Stations,B.002084.4     ,Utility Mechanic Aide,,06/07/2016,06/08/2017,$27318.72,0.9835616438356164
PUD,PUD 042 Sewer Pump Stations,B.002428.4     ,Utility Mechanic Aide,,05/07/2016,06/08/2017,$27318.72,0.9835616438356164
PUD,PUD 042 Sewer Pump Stations,B.002591.2     ,Utility Mechanic Aide,,05/07/2016,06/08/2017,$27318.72,0.9835616438356164
PUD,PUD 041 Sewer Collection,B.000978.3     ,Utility Mechanic Aide,,12/07/2015,03/02/2017,$27642.68,1.252054794520548
PUD,PUD 041 Sewer Collection,B.002657.5     ,Utility Mechanic Aide,,11/07/2015,03/02/2017,$27642.68,1.252054794520548
PUD,PUD 041 Sewer Collection,B.005680.2     ,Utility Mechanic Aide,,12/07/2015,06/08/2017,$27642.68,0.9835616438356164
PUD,PUD 042 Sewer Pump Stations,B.004119.2     ,Utility Mechanic Aide,,07/22/2015,08/07/2016,$27644.24,1.819178082191781
PUD,PUD 031 Water Distribution,B.001475.4     ,Utility Mechanic Aide,,08/07/2015,06/08/2017,$27704.47,0.9835616438356164
PUD,PUD 042 Sewer Pump Stations,B.000069.4     ,Utility Mechanic Aide,,01/07/2015,01/22/2016,$27758.12,2.361643835616438
PUD,PUD 042 Sewer Pump Stations,B.002399.3     ,Utility Mechanic Aide,,11/22/2014,01/22/2016,$27758.12,2.361643835616438
PUD,PUD 041 Sewer Collection,B.005068,Utility Mechanic Aide,,09/22/2015,09/22/2015,$27758.12,2.695890410958904
PUD,PUD 041 Sewer Collection,B.000205.4     ,Utility Mechanic Aide,,04/01/2014,02/07/2016,$27782.04,2.317808219178082
PUD,PUD 041 Sewer Collection,B.004682.2     ,Utility Mechanic Aide,,12/01/2013,05/07/2016,$27782.04,2.0712328767123287
PUD,PUD 042 Sewer Pump Stations,B.000094.2     ,Utility Mechanic Aide,,04/16/2014,05/07/2015,$27860.56,3.073972602739726
PUD,PUD 042 Sewer Pump Stations,B.000567.2     ,Utility Mechanic Aide,,11/16/2013,05/07/2015,$27860.56,3.073972602739726
PUD,PUD 034 Meter Operations,B.001575.1     ,Utility Mechanic Aide,,05/07/2015,05/07/2015,$27860.56,3.073972602739726
PUD,PUD 034 Meter Operations,B.001698.2     ,Utility Mechanic Aide,,06/22/2014,06/22/2015,$27860.56,2.947945205479452
PUD,PUD 031 Water Distribution,B.004171.2     ,Utility Mechanic Aide,,09/01/2011,04/07/2016,$27906.06,2.1534246575342464
PUD,PUD 041 Sewer Collection,B.002239.2     ,Utility Mechanic Aide,,05/01/2014,04/27/2017,$28006.16,1.0986301369863014
PUD,PUD 034 Meter Operations,B.001368.2     ,Utility Mechanic Aide,,09/01/2008,01/22/2016,$28306.46,2.361643835616438
PUD,PUD 031 Water Distribution,B.001108,Utility Mechanic Aide,,11/16/2009,11/07/2016,$31239.44,1.5671232876712329
PUD,PUD 031 Water Distribution,B.004640.4     ,Utility Mechanic Aide,,05/16/2000,01/22/2016,$35800.44,2.361643835616438
PUD,PUD 034 Meter Operations,B.004285,Utility Mechanic Aide,,11/16/1994,08/22/2016,$36963.42,1.7780821917808218
PUD,PUD 034 Meter Operations,B.000527.2     ,Utility Mechanic I,,03/01/2014,06/08/2017,$32661.20,0.9835616438356164
PUD,PUD 041 Sewer Collection,B.002251.4     ,Utility Mechanic I,,10/16/2012,03/02/2017,$32661.20,1.252054794520548
PUD,PUD 041 Sewer Collection,B.005944.3     ,Utility Mechanic I,,04/16/2013,03/03/2017,$32661.20,1.2493150684931507
PUD,PUD 042 Sewer Pump Stations,B.003936.4     ,Utility Mechanic I,,05/16/2013,09/07/2016,$33057.70,1.7342465753424658
PUD,PUD 031 Water Distribution,B.004047.3     ,Utility Mechanic I,,07/07/2014,10/07/2016,$33057.70,1.652054794520548
PUD,PUD 042 Sewer Pump Stations,B.000663.1     ,Utility Mechanic I,,11/16/2013,01/22/2016,$33808.84,2.361643835616438
PUD,PUD 034 Meter Operations,B.001100,Utility Mechanic I,,06/01/2013,05/07/2016,$33808.84,2.0712328767123287
PUD,PUD 034 Meter Operations,B.001486.2     ,Utility Mechanic I,,11/16/2012,11/22/2015,$33808.84,2.5287671232876714
PUD,PUD 042 Sewer Pump Stations,B.002923.1     ,Utility Mechanic I,,11/01/2008,08/07/2015,$33808.84,2.8219178082191783
PUD,PUD 042 Sewer Pump Stations,B.001605,Utility Mechanic I,,04/01/2014,05/22/2015,$33911.02,3.032876712328767
PUD,PUD 041 Sewer Collection,B.005071.5     ,Utility Mechanic I,,06/16/2011,12/07/2014,$33911.02,3.4876712328767123
PUD,PUD 041 Sewer Collection,B.005270.2     ,Utility Mechanic I,,09/16/2007,09/07/2014,$33911.02,3.736986301369863
PUD,PUD 031 Water Distribution,B.000653.3     ,Utility Mechanic I,,04/16/2007,07/07/2014,$33918.82,3.9068493150684933
PUD,PUD 034 Meter Operations,B.000870.2     ,Utility Mechanic I,,05/01/2012,05/22/2015,$34145.02,3.032876712328767
PUD,PUD 041 Sewer Collection,B.000738.1     ,Utility Mechanic I,,07/16/1998,04/16/2011,$36707.06,7.134246575342465
PUD,PUD 034 Meter Operations,B.003558.2     ,Utility Mechanic I,,01/01/2005,04/13/2017,$38652.38,1.1369863013698631
PUD,PUD 041 Sewer Collection,B.005945.3     ,Utility Mechanic I,,06/01/1999,02/07/2016,$41169.70,2.317808219178082
PUD,PUD 034 Meter Operations,B.004130,Utility Mechanic I,,04/01/2001,11/22/2015,$42897.92,2.5287671232876714
PUD,PUD 041 Sewer Collection,B.006420.1     ,Utility Mechanic I,,03/16/2003,02/07/2016,$42955.64,2.317808219178082
PUD,PUD 042 Sewer Pump Stations,B.001088.4     ,Utility Mechanic II,,03/01/2011,03/02/2017,$39776.10,1.252054794520548
PUD,PUD 034 Meter Operations,B.002596.2     ,Utility Mechanic II,,02/01/2011,03/02/2017,$39776.10,1.252054794520548
PUD,PUD 031 Water Distribution,B.003609.2     ,Utility Mechanic II,,02/01/2012,03/02/2017,$39776.10,1.252054794520548
PUD,PUD 031 Water Distribution,B.002545.4     ,Utility Mechanic II,,09/01/2010,09/07/2016,$40258.92,1.7342465753424658
PUD,PUD 042 Sewer Pump Stations,B.000445.2     ,Utility Mechanic II,,07/16/2006,05/22/2016,$41194.92,2.03013698630137
PUD,PUD 041 Sewer Collection,B.000621.2     ,Utility Mechanic II,,01/16/2009,08/07/2015,$41194.92,2.8219178082191783
PUD,PUD 034 Meter Operations,B.000784.2     ,Utility Mechanic II,,11/16/2008,02/07/2016,$41194.92,2.317808219178082
PUD,PUD 041 Sewer Collection,B.002683.2     ,Utility Mechanic II,,07/16/2009,05/22/2016,$41194.92,2.03013698630137
PUD,PUD 042 Sewer Pump Stations,B.002930.2     ,Utility Mechanic II,,07/16/2009,05/22/2016,$41194.92,2.03013698630137
PUD,PUD 041 Sewer Collection,B.003848.1     ,Utility Mechanic II,,02/16/2003,05/22/2016,$41194.92,2.03013698630137
PUD,PUD 042 Sewer Pump Stations,B.004078.2     ,Utility Mechanic II,,05/01/2008,08/07/2015,$41194.92,2.8219178082191783
PUD,PUD 042 Sewer Pump Stations,B.004233.1     ,Utility Mechanic II,,03/16/2006,10/22/2015,$41194.92,2.6136986301369864
PUD,PUD 041 Sewer Collection,B.005072.1     ,Utility Mechanic II,,10/16/2007,08/07/2015,$41194.92,2.8219178082191783
PUD,PUD 042 Sewer Pump Stations,B.002030.2     ,Utility Mechanic II,,09/16/2009,06/22/2015,$41297.10,2.947945205479452
PUD,PUD 034 Meter Operations,B.003839,Utility Mechanic II,,11/16/2008,12/07/2014,$41297.10,3.4876712328767123
PUD,PUD 041 Sewer Collection,B.004157.1     ,Utility Mechanic II,,03/01/2011,09/07/2014,$41297.10,3.736986301369863
PUD,PUD 041 Sewer Collection,B.005946.2     ,Utility Mechanic II,,01/16/2009,12/07/2014,$41297.10,3.4876712328767123
PUD,PUD 042 Sewer Pump Stations,B.001256.2     ,Utility Mechanic II,,01/16/2008,01/16/2014,$41505.88,4.3780821917808215
PUD,PUD 042 Sewer Pump Stations,B.001495.2     ,Utility Mechanic II,,04/01/2008,05/01/2014,$41505.88,4.090410958904109
PUD,PUD 031 Water Distribution,B.003521.1     ,Utility Mechanic II,,04/01/2008,12/01/2013,$41505.88,4.504109589041096
PUD,PUD 034 Meter Operations,B.000914.1     ,Utility Mechanic II,,08/01/2007,09/01/2012,$41824.64,5.7534246575342465
PUD,PUD 041 Sewer Collection,B.005678.1     ,Utility Mechanic II,,11/16/2001,12/16/2012,$41824.64,5.463013698630137
PUD,PUD 031 Water Distribution,B.006419,Utility Mechanic II,,10/01/2005,02/01/2012,$42143.40,6.336986301369863
PUD,PUD 034 Meter Operations,B.000769,Utility Mechanic II,,11/16/2004,11/16/2009,$42800.94,8.547945205479452
PUD,PUD 031 Water Distribution,B.002095,Utility Mechanic II,,05/01/2004,12/16/2009,$42800.94,8.465753424657533
PUD,PUD 041 Sewer Collection,B.001844,Utility Mechanic II,,08/16/1996,08/16/2008,$43119.44,9.8
PUD,PUD 031 Water Distribution,B.002720.4     ,Utility Mechanic II,,09/01/2005,05/22/2015,$43248.14,3.032876712328767
PUD,PUD 031 Water Distribution,B.000344,Utility Mechanic II,,05/01/1997,08/01/2006,$43570.28,11.843835616438357
PUD,PUD 042 Sewer Pump Stations,B.000675,Utility Mechanic II,,07/16/2001,07/16/2005,$45791.20,12.887671232876713
PUD,PUD 034 Meter Operations,B.003768.1     ,Utility Mechanic II,,01/16/2003,11/22/2015,$46483.84,2.5287671232876714
PUD,PUD 031 Water Distribution,B.000253.2     ,Utility Mechanic II,,07/16/1999,10/22/2014,$47495.24,3.6136986301369864
PUD,PUD 041 Sewer Collection,B.003207,Utility Mechanic II,,11/01/1995,07/16/2004,$47693.10,13.887671232876713
PUD,PUD 031 Water Distribution,B.003487,Utility Mechanic II,,02/01/1998,07/16/2004,$47693.10,13.887671232876713
PUD,PUD 042 Sewer Pump Stations,B.003598,Utility Mechanic II,,08/01/2000,08/01/2004,$47693.10,13.843835616438357
PUD,PUD 042 Sewer Pump Stations,B.004311,Utility Mechanic II,,08/16/1999,08/16/2004,$47693.10,13.802739726027397
PUD,PUD 041 Sewer Collection,B.005271,Utility Mechanic II,,10/16/2000,07/16/2004,$47693.10,13.887671232876713
PUD,PUD 042 Sewer Pump Stations,B.002146,Utility Mechanic II,,06/01/2000,08/01/2003,$48121.32,14.846575342465753
PUD,PUD 034 Meter Operations,B.002558,Utility Mechanic II,,12/16/1995,08/01/2003,$48121.32,14.846575342465753
PUD,PUD 031 Water Distribution,B.003147,Utility Mechanic II,,12/16/1996,08/01/2003,$48121.32,14.846575342465753
PUD,PUD 034 Meter Operations,B.005408,Utility Mechanic II,,10/16/1997,06/01/2001,$50112.92,17.013698630136986
PUD,PUD 042 Sewer Pump Stations,B.001144,Utility Mechanic II,,04/01/1998,06/01/2001,$51061.40,17.013698630136986
PUD,PUD 031 Water Distribution,B.002034,Utility Mechanic II,,10/01/1996,06/01/2001,$51061.40,17.013698630136986
PUD,PUD 031 Water Distribution,B.002992,Utility Mechanic II,,02/01/1990,06/01/2001,$51061.40,17.013698630136986
PUD,PUD 042 Sewer Pump Stations,B.000896,Utility Mechanic II,,11/16/1994,07/16/1999,$51377.04,18.893150684931506
PUD,PUD 034 Meter Operations,B.002491,Utility Mechanic II,,08/16/1989,10/01/1999,$51377.04,18.682191780821917
PUD,PUD 041 Sewer Collection,B.001090,Utility Mechanic II,,12/01/1988,02/16/2007,$51494.04,11.2986301369863
PUD,PUD 041 Sewer Collection,B.002349,Utility Mechanic II,,10/01/1978,11/01/2008,$51703.08,9.58904109589041
PUD,PUD 041 Sewer Collection,B.000848,Utility Mechanic II,,09/01/1987,09/16/2007,$52001.04,10.717808219178082
PUD,PUD 041 Sewer Collection,B.003635,Utility Mechanic II,,09/01/1988,09/01/2008,$52083.46,9.756164383561643
PUD,PUD 031 Water Distribution,B.000197,Utility Mechanic II,,07/31/1987,05/01/2014,$52120.90,4.090410958904109
PUD,PUD 034 Meter Operations,B.002473,Utility Mechanic II,,01/01/1987,08/01/1999,$52798.46,18.84931506849315
PUD,PUD 042 Sewer Pump Stations,B.002075,Utility Mechanic II,,01/16/1990,08/01/1997,$53270.36,20.84931506849315
PUD,PUD 042 Sewer Pump Stations,B.003794,Utility Mechanic II,,02/04/1986,08/16/1997,$53556.88,20.80821917808219
PUD,PUD 042 Sewer Pump Stations,B.000011,Utility Mechanic II,,11/07/1988,08/01/1997,$53561.30,20.84931506849315
PUD,PUD 042 Sewer Pump Stations,B.001127,Utility Mechanic II,,04/25/1987,08/01/1997,$53561.30,20.84931506849315
PUD,PUD 042 Sewer Pump Stations,B.001619,Utility Mechanic II,,11/18/1985,08/01/1997,$53561.30,20.84931506849315
PUD,PUD 042 Sewer Pump Stations,B.001843,Utility Mechanic II,,04/16/1990,08/01/1997,$53561.30,20.84931506849315
PUD,PUD 042 Sewer Pump Stations,B.002530,Utility Mechanic II,,08/16/1991,08/01/1997,$53561.30,20.84931506849315
PUD,PUD 031 Water Distribution,B.003577,Utility Mechanic II,,06/16/1988,08/01/1997,$53561.30,20.84931506849315
PUD,PUD 041 Sewer Collection,B.002835,Utility Mechanic II,,02/01/1979,07/16/2007,$54440.10,10.887671232876713
PUD,PUD 031 Water Distribution,B.000863,Utility Mechanic II,,11/20/1984,02/16/2007,$54646.02,11.2986301369863
PUD,PUD 041 Sewer Collection,B.005067,Utility Mechanic II,,07/01/1988,10/01/1999,$54789.80,18.682191780821917
PUD,PUD 034 Meter Operations,B.003348,Utility Mechanic II,,05/16/1985,08/01/1997,$54874.30,20.84931506849315
PUD,PUD 034 Meter Operations,B.001003,Utility Mechanic II,,10/16/1982,07/16/1998,$56195.10,19.893150684931506
PUD,PUD 042 Sewer Pump Stations,B.000063,Utility Mechanic II,,08/01/1981,08/01/1997,$56728.62,20.84931506849315
PUD,PUD 031 Water Distribution,B.000035,Utility Mechanic II,,01/01/1982,06/22/2015,$58281.60,2.947945205479452
PUD,PUD 042 Sewer Pump Stations,B.000941,Utility Mechanic II,,08/01/1981,02/01/1986,$58281.60,32.35342465753425
PUD,PUD 031 Water Distribution,B.001347,Utility Mechanic II,,08/16/1984,10/01/1988,$58281.60,29.687671232876713
PUD,PUD 042 Sewer Pump Stations,B.001800,Utility Mechanic II,,04/16/1978,11/01/1982,$58281.60,35.608219178082194
PUD,PUD 034 Meter Operations,B.002452,Utility Mechanic II,,09/13/1973,07/01/1985,$58281.60,32.942465753424656
PUD,PUD 042 Sewer Pump Stations,B.003058,Utility Mechanic II,,03/16/1978,07/01/1981,$58281.60,36.945205479452056
PUD,PUD 031 Water Distribution,B.003830,Utility Mechanic II,,04/01/1978,11/01/1990,$58281.60,27.602739726027398
PUD,PUD 042 Sewer Pump Stations,B.003909,Utility Mechanic II,,10/20/1982,09/16/1989,$58281.60,28.72876712328767
PUD,PUD 042 Sewer Pump Stations,B.004254,Utility Mechanic II,,03/10/1983,09/16/1989,$58281.60,28.72876712328767
PUD,PUD 041 Sewer Collection,B.004306,Utility Mechanic II,,10/01/1978,11/01/1992,$58281.60,25.6
PUD,PUD 042 Sewer Pump Stations,B.001148,Utility Mechanic Supervisor,,01/01/2008,06/22/2017,$45222.89,0.9452054794520548
PUD,PUD 041 Sewer Collection,B.005066,Utility Mechanic Supervisor,,09/01/2004,10/07/2016,$48993.10,1.652054794520548
PUD,PUD 034 Meter Operations,B.000699,Utility Mechanic Supervisor,,11/01/2004,08/01/2013,$52843.44,4.838356164383562
PUD,PUD 041 Sewer Collection,B.001755.1     ,Utility Mechanic Supervisor,,09/01/2007,01/16/2010,$52853.84,8.38082191780822
PUD,PUD 042 Sewer Pump Stations,B.002356,Utility Mechanic Supervisor,,09/01/2005,11/07/2015,$53327.30,2.56986301369863
PUD,PUD 041 Sewer Collection,B.002297,Utility Mechanic Supervisor,,11/01/1995,09/22/2015,$55153.80,2.695890410958904
PUD,PUD 041 Sewer Collection,B.005942,Utility Mechanic Supervisor,,05/01/1999,12/16/2007,$58615.96,10.468493150684932
PUD,PUD 031 Water Distribution,B.000269.2     ,Utility Mechanic Supervisor,,07/01/1985,11/07/2014,$59379.06,3.56986301369863
PUD,PUD 042 Sewer Pump Stations,B.003389,Utility Mechanic Supervisor,,07/16/2001,05/01/2012,$60050.90,6.090410958904109
PUD,PUD 041 Sewer Collection,B.005943,Utility Mechanic Supervisor,,03/16/1998,04/16/2014,$60059.48,4.131506849315069
PUD,PUD 042 Sewer Pump Stations,B.004289,Utility Mechanic Supervisor,,12/16/1987,08/01/2007,$60154.64,10.843835616438357
PUD,PUD 031 Water Distribution,B.005941,Utility Mechanic Supervisor,,04/16/1995,12/16/2010,$60167.38,7.465753424657534
PUD,PUD 031 Water Distribution,B.000152,Utility Mechanic Supervisor,,11/20/1984,01/16/2004,$64334.40,14.386301369863014
PUD,PUD 041 Sewer Collection,B.000333,Utility Mechanic Supervisor,,01/16/1996,01/16/2004,$64334.40,14.386301369863014
PUD,PUD 034 Meter Operations,B.001444,Utility Mechanic Supervisor,,09/28/1977,02/16/2008,$64334.40,10.2986301369863
PUD,PUD 042 Sewer Pump Stations,B.001621,Utility Mechanic Supervisor,,08/16/1991,05/01/2000,$64334.40,18.0986301369863
